Дата,Номер,ТранспортноеСредство,Колонна,Водитель,ДатаВыезда,ДатаВозвращения,СпидометрВыезда,СпидометрВозвращения,ОстатокПриВыезде,ОстатокПриВозвращении,Пробег,Выдано,Сдано,ПробегПоGPS,ОстатокПриВыездеGPS,ОстатокПриВозвращенииGPS,ВыданоGPS,ВсегоЗаправокGPS,СданоGPS,ВсегоСливовGPS
12.02.2021 19:00:00,014654//,О082ХМ152,Гидравлические станции (мастерские),Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,20093,20093,,,,,,,,,,,,
12.02.2021 19:00:00,014655//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,40568,40612,163,135,,,,43,145,115,,,,
12.02.2021 19:00:00,014656//,О173АК152,АСМ,Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,40827,40891,61,49,,,,59.6,73,58,,,,
12.02.2021 19:00:00,014674//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,29902,29961,23,22,,,,57.4,69,64,,,,
12.02.2021 19:00:00,014674//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,29902,29961,521,496,59,,,57.4,69,64,,,,
12.02.2021 19:00:00,014676//,Р212ТН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,23867,23907,113,98,,,,39.9,100,84,,,,
12.02.2021 19:00:00,"029460****""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,299984,300079,56,33,,,,89.7,46.48,24.73,,,,
13.02.2021 7:00:00,001166*,62-09НН52,Тракторы с навесным оборудованием (насос),Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,8466,8471,135,121,,,,8.7,80,65,,,,
13.02.2021 7:00:00,001193*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,5863,5864,29,24,,,,,,,,,,
13.02.2021 7:00:00,"001225****""",6808НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,13038,13048,116,68,,,,27.6,102,56,,,,
13.02.2021 7:00:00,006390//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,15932,15941,85,146,,150,,,,,,,,
13.02.2021 7:00:00,006391//,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,23017,23017,,,,,,,,,,,,
13.02.2021 7:00:00,006392//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,12592,12598,69,103,,60,,26.3,68,103,62,,,
13.02.2021 7:00:00,006393//,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,19887,19887,,,,,,,,,,,,
13.02.2021 7:00:00,009905//,С770СА152,Манипуляторы бортовые г/п до 5 тонн,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,6956,7022,218,183,,,,66.2,209,173,,,,
13.02.2021 7:00:00,010039//,С988АМ152,Автокраны до 16 тонн,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,19302,19302,,,,,,,,,,,,
13.02.2021 7:00:00,"011309***""",К356ОР152,Бортовые а/м г/п до 10 тонн,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,100549,100549,,,,,,,,,,,,
13.02.2021 7:00:00,"011552****""",О016АВ152,АСМ,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,46706,46725,13,69,,70,,16.3,12.16,69,69,,,
13.02.2021 7:00:00,"011698***""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,300079,300198,33,40,,35,,111.8,24.73,27.58,35.99,,,
13.02.2021 7:00:00,011739*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,41337,41389,334,313,52,,,51.8,37.64,35.13,,,,
13.02.2021 7:00:00,"011782****""",К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,90010,90119,35,49,,40,,97.6,26.48,39.06,37.25,,,
13.02.2021 7:00:00,011791*,О079ХМ152,Гидравлические станции (мастерские),Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,28173,28188,17,67,,60,,16.3,19.25,68,62,,,
13.02.2021 7:00:00,"011847****""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,89709,89733,207,192,,,,23.6,171,152,,,,
13.02.2021 7:00:00,011869*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,110441,110483,35,24,,,,44.4,32.17,20.86,,,,
13.02.2021 7:00:00,011900*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,63828,63828,,,,,,,,,,,,
13.02.2021 7:00:00,011901*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,6104,6104,,,,,,,,,,,,
13.02.2021 7:00:00,014188//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,83579,83653,40,22,,,,73.3,39.25,23.31,,,,
13.02.2021 7:00:00,014442//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,386792,386808,37,29,,,,14.4,36.34,27.93,,,,
13.02.2021 7:00:00,014678//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,29961,29984,22,21,,,,22.9,64,70,10.88,,,
13.02.2021 7:00:00,014678//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,29961,29984,496,484,23,,,22.9,64,70,10.88,,,
13.02.2021 7:00:00,014679//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,333765,333793,23,15,,,,25.6,28.79,20.36,,,,
13.02.2021 7:00:00,014680//,С315ВО152,Подпиточные машины,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,4661,4661,,,,,,,,,,,,
13.02.2021 7:00:00,014683//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,35059,35118,57,41,,,,58,,,,,,
13.02.2021 7:00:00,014684//,О082ХМ152,Гидравлические станции (мастерские),Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,20093,20108,31,22,,,,14.6,40.41,32.6,,,,
13.02.2021 7:00:00,014685//,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,389374,389446,43,57,,30,,51.8,40.39,48.01,32.06,,,
13.02.2021 7:00:00,014686//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,40612,40636,135,125,,,,24.2,115,99,,,,
13.02.2021 7:00:00,014687//,О173АК152,АСМ,Водитель,13.02.2021 7:00:00,13.02.2021 19:00:00,40891,40917,49,42,,,,24.6,58,50,,,,
13.02.2021 7:30:00,"001142****""",2045НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,900,908,106,67,,,,43.2,102,69,,,,
13.02.2021 7:30:00,"001144****""",7894АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,2486,2494,32,73,,80,,43.6,38.44,76,76,,,
13.02.2021 7:30:00,006348//,3419АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,3827,3834,45,114,,100,,33.4,22.23,88,103,,,
13.02.2021 7:30:00,"011375****""",Р221СС152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,29436,29520,119,82,,,,76.6,115,81,,,,
13.02.2021 7:30:00,011588*,С482МУ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,15492,15575,137,95,,,,76.7,143,108,,,,
13.02.2021 7:30:00,011675*,Р354РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,23239,23295,51,58,,20,,56.1,9.94,14.74,,,,
13.02.2021 7:30:00,"011725****""",О221ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,23560,23599,71,58,,,,38.7,96,85,,,,
13.02.2021 7:30:00,"011796****""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:30:00,13.02.2021 19:30:00,26091,26137,124,109,46,,,44.6,67,73,,,,
13.02.2021 7:30:00,011802*,С340НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,7719,7755,45,44,,,,35.7,,,,,,
13.02.2021 7:30:00,011802*,С340НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,7719,7755,108,93,36,,,35.7,,,,,,
13.02.2021 7:30:00,"011866***""",Р716СЕ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,29404,29488,193,156,,,,82.9,158,122,,,,
13.02.2021 7:30:00,014546//,С034АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,21883,21963,68,29,,,,78.6,106,76,,,,
13.02.2021 7:30:00,014555//,Р212ТН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,23907,23990,98,61,,,,83.2,84,51,,,,
13.02.2021 7:30:00,014579//,С587МУ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,10012,10041,66,147,,100,,28.4,80,167,101,,,
13.02.2021 7:30:00,014628//,К217ОТ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:30:00,13.02.2021 16:30:00,159215,159223,50,42,,,,7.8,20.32,15.89,,,,
13.02.2021 7:35:00,"011800****""",Р038ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:35:00,13.02.2021 16:25:00,20344,20384,61,51,,,,39.7,,,,,,
13.02.2021 7:40:00,"011784***""",Р071ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:40:00,13.02.2021 20:00:00,24611,24657,154,199,46,60.1,,46.6,,,,,,
13.02.2021 7:40:00,014626//,Р358РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:40:00,13.02.2021 16:00:00,19001,19019,78,77,,,,18.4,28.53,28,,,,
13.02.2021 7:40:00,014626//,Р358РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 7:40:00,13.02.2021 16:00:00,19001,19019,126,120,18,,,18.4,28.53,28,,,,
13.02.2021 8:00:00,014430//,Р066ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,13.02.2021 8:00:00,13.02.2021 16:00:00,19509,19530,123,117,,,,12,,,,,,
13.02.2021 10:00:00,001089*,0651НУ52,Тракторы с навесным оборудованием (щетка),Водитель,13.02.2021 10:00:00,13.02.2021 15:00:00,440,445,151,165,,30,,30.8,49.22,59,30.11,,,
13.02.2021 19:00:00,001167*,62-09НН52,Тракторы с навесным оборудованием (насос),Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,8471,8473,121,115,,,,10.8,65,59,,,,
13.02.2021 19:00:00,001194*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,5864,5865,24,18,,,,3.7,55,47,,,,
13.02.2021 19:00:00,"001226***""",6808НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,13048,13056,68,119,,90,,40.1,56,104,91,,,
13.02.2021 19:00:00,006394//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,12598,12605,103,71,,,,42.9,103,66,,,,
13.02.2021 19:00:00,006395//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,15941,15941,,,,,,,,,,,,
13.02.2021 19:00:00,006396//,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,19887,19887,,,,,,,,,,,,
13.02.2021 19:00:00,006433//,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,23017,23024,45,26,,,,15.2,76,57,,,12.51,
13.02.2021 19:00:00,009917//,С988АМ152,Автокраны до 16 тонн,Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,19302,19302,,,,,,,,,,,,
13.02.2021 19:00:00,011107*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,41389,41461,42,41,,,,71.2,35.17,71,39.72,,,
13.02.2021 19:00:00,011107*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,41389,41461,313,286,72,,,71.2,35.17,71,39.72,,,
13.02.2021 19:00:00,"011553****""",О016АВ152,АСМ,Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,46725,46737,69,63,,,,11.3,69,58,,,,
13.02.2021 19:00:00,011635*,О079ХМ152,Гидравлические станции (мастерские),Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,28188,28209,67,60,,,,29,68,64,,,,
13.02.2021 19:00:00,"011699***""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,300198,300277,40,45,,25,,75,27.58,35.58,26.03,,,
13.02.2021 19:00:00,"011846****""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,89733,89733,,,,,,,,,,,,
13.02.2021 19:00:00,011870*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,110483,110528,24,11,,,,36.3,20.66,10.04,,,,
13.02.2021 19:00:00,"011875****""",К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,90119,90188,49,30,,,,61.3,39.06,27.18,,,,
13.02.2021 19:00:00,011902*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,63828,63828,,,,,,,,,,,,
13.02.2021 19:00:00,011903*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,6104,6104,,,,,,,,,,,,
13.02.2021 19:00:00,014079//,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,389446,389473,57,46,,,,23.5,48.01,34,,,,
13.02.2021 19:00:00,014190//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,83653,83704,22,58,,50,,45.2,23.25,60,49.3,,,
13.02.2021 19:00:00,014450//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,386808,386839,29,22,,,,29,28.21,19.08,,,,
13.02.2021 19:00:00,014486//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,333793,333872,15,38,,40,,75,20.36,42.41,40.29,,,
13.02.2021 19:00:00,014649//,С315ВО152,Подпиточные машины,Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,4661,4661,,,,,,,,,,,,
13.02.2021 19:00:00,014689//,О173АК152,АСМ,Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,40917,40948,42,29,,,,29,50,36.77,,,,
13.02.2021 19:00:00,014690//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,40636,40657,125,116,,,,21.1,99,90,,,,
13.02.2021 19:00:00,014691//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,35118,35153,41,60,,30,,33.9,,,,,,
13.02.2021 19:00:00,014692//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,29984,30019,21,20,,,,34.3,70,65,,,,
13.02.2021 19:00:00,014692//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,13.02.2021 19:00:00,14.02.2021 7:00:00,29984,30019,484,540,35,72.75,,34.3,70,65,,,,
